time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,year,month,day,weather_main,wastage
2017-February-26,9339,19764,0,95692,88168,5951,0,0,0,0,7992,25383,37132,0,170475,1440,2414,21153,7480,0,78558,23487,0,77376,602897,604222,47.66833333,54.64125,284.0851117,1020.893855,83.53351955,2017,February,57,clear,408716.55
2017-February-27,9035,16395,0,96857,61489,6363,0,0,0,0,26551,25447,34485,0,170073,1415,2264,18521,6740,0,259912,20127,0,258028,703627,703529,43.73416667,53.0375,285.6631751,1015.278232,72.40589198,2017,February,58,clouds,357472.75
2017-February-28,8854,17408,0,96916,60496,7273,0,0,0,0,19767,28083,38353,0,170413,1420,2200,14750,6598,0,299999,16339,0,299922,698233,710009,40.93583333,49.43,285.6165833,1013.841667,67.45833333,2017,February,59,clouds,326139.14
2017-March-01,8458,21906,0,169514,152637,7018,0,0,0,0,10265,13970,75523,0,170462,1415,2280,10919,7512,0,94332,10898,0,94131,756868,751354,64.98875,56.37708333,284.971162,1018.726678,70.38952537,2017,March,60,clear,423504.65
2017-March-02,8170,12200,0,102629,70198,7340,0,0,0,0,14255,25315,40898,0,170480,1405,2352,10653,6839,0,269163,10730,0,272515,749522,746264,48.12541667,57.51583333,285.3551929,1018.118971,76.65434084,2017,March,61,clear,393350.7842
2017-March-03,7840,381,0,100340,47454,7469,0,0,0,0,5953,28738,51322,0,170446,1456,2354,12181,7216,0,263373,14322,0,261369,715436,729956,40.6775,48.39291667,284.4411058,1007.473934,80.76461295,2017,March,62,clouds,349203.2867
2017-March-04,5799,11515,0,120692,62136,6816,0,0,0,0,2761,29539,76251,0,170154,1345,2129,52719,6515,0,74585,54109,0,75094,683392,675737,48.57791667,44.13666667,282.7709167,1006.633333,73.88333333,2017,March,63,clouds,287550.3833
2017-March-05,5871,12845,0,102598,112903,7080,0,0,0,0,2150,19547,54973,0,164794,250,2256,58722,7518,0,80862,57676,0,80431,679213,677589,49.25416667,37.16625,285.1913851,1017.178082,76.24048706,2017,March,64,clouds,279415.8675
2017-March-06,8792,18259,0,123785,112151,6530,0,0,0,0,2965,22264,30204,0,97554,1267,2544,48004,7896,0,96275,49135,0,95942,632327,632823,48.39875,52.01708333,289.1772836,1021.691045,69.13731343,2017,March,65,clouds,410726.89
2017-March-07,8667,16875,0,162426,105911,7289,0,0,0,0,6680,17498,20693,0,144377,1291,2118,63003,7748,0,119511,63623,0,119429,710345,704079,47.52625,55.78416667,287.9565916,1023.913183,65.96623794,2017,March,66,clear,432215.7233
2017-March-08,9219,20535,0,215267,135049,7285,0,0,0,0,2952,14702,31333,0,162336,494,2181,58779,7466,0,53985,56147,0,53795,771754,776338,51.38666667,56.3225,288.09025,1025.875,70.23333333,2017,March,67,clear,420503.785
2017-March-09,9148,9996,0,119533,46651,6387,0,0,0,0,3486,11127,24856,0,163736,855,2164,40424,8063,0,66507,39264,0,66913,590664,588040,47.1825,56.62958333,288.5179503,1025.043478,68.59937888,2017,March,68,clear,456604.3304
2017-March-10,7357,20795,0,228741,116910,7947,0,0,0,0,3548,9987,21617,0,142086,1347,2426,43212,7128,0,72510,41591,0,72718,708613,693066,56.50958333,56.255,288.9566939,1020.924714,63.34697218,2017,March,69,clear,400985.64
2017-March-11,9128,12138,0,241826,133158,8150,0,0,0,0,1929,9285,34335,0,120608,1280,2113,13440,6824,0,76436,12727,0,76803,685587,688047,58.78416667,53.38791667,288.0090833,1018.083333,69.11666667,2017,March,70,clear,364319.1433
2017-March-12,8331,17304,0,168637,143768,6302,0,0,0,0,24998,12548,16240,0,132536,1310,2222,27796,7387,0,185547,26157,0,186211,668107,677246,59.86,32.60166667,287.0108559,1017.803303,71.22522523,2017,March,71,clear,240828.5117
2017-March-13,6424,0,0,92714,42684,7213,0,0,0,0,17575,29808,51680,0,170169,1442,2080,12264,6037,0,311016,13153,0,311285,686996,701712,32.77291667,41.72083333,285.576118,1021.307453,71.47204969,2017,March,72,clouds,251868.6708
2017-March-14,6866,0,0,97001,41916,7527,0,0,0,0,9376,29643,58971,0,170377,1470,2109,16366,6466,0,262547,15907,0,263174,705019,713317,38.99458333,47.05541667,287.5704335,1025.82948,70.57803468,2017,March,73,clear,304260.3242
2017-March-15,7182,0,0,100818,38708,7923,0,0,0,0,11583,29534,63068,0,168429,1474,2326,37046,6727,0,167528,38959,0,167129,704663,696333,44.35541667,52.37708333,286.8896667,1024.858333,70.43333333,2017,March,74,clear,352340.6396
2017-March-16,7791,2,0,115462,40533,7939,0,0,0,0,6937,29856,71381,0,162869,1358,2438,38022,6289,0,145387,39468,0,145494,696541,695365,45.23708333,52.56458333,286.7080458,1021.276336,65.50992366,2017,March,75,clear,330578.6646
2017-March-17,7501,1,0,115893,49665,7917,0,0,0,0,2893,30018,77952,0,163003,1379,2454,35086,6510,0,108112,33676,0,109026,692420,685067,46.45333333,53.55041667,286.4480833,1021.375,61.65,2017,March,76,clear,348613.2125
2017-March-18,6653,0,0,112039,49977,6704,0,0,0,0,7447,28890,66661,0,166455,1371,2443,45699,6594,0,74848,46416,0,75604,618486,604658,43.38666667,50.83291667,286.8884167,1021.258333,60.84166667,2017,March,77,clear,335192.2525
2017-March-19,6671,0,0,109368,41373,6226,0,0,0,0,14742,27802,58683,0,170079,1385,2390,46411,6697,0,47837,47314,0,48382,566762,558323,44.52,53.19333333,287.4623333,1018.208333,65.075,2017,March,78,clear,356235.7533
2017-March-20,6417,0,0,120566,49610,7359,0,0,0,0,2477,27910,71582,0,170377,1514,2362,42897,6660,0,72022,43277,0,71744,651369,657517,47.09125,54.4775,287.78675,1015.383333,67.40833333,2017,March,79,clear,362820.15
2017-March-21,5806,0,0,100392,49680,7450,0,0,0,0,7609,27856,74688,0,170375,1452,2446,22248,6740,0,168366,24041,0,167633,690849,695508,45.34083333,52.46166667,285.6911667,1016.208333,77.74166667,2017,March,80,clouds,353591.6333
2017-March-22,5117,0,0,96501,43494,7230,0,0,0,0,11111,27431,71627,0,170419,1352,2293,24359,6688,0,209142,24335,0,210420,695408,712712,38.22791667,46.40125,284.7984887,1013.138264,69.79581994,2017,March,81,clouds,310331.56
2017-March-23,5955,5336,0,123537,54330,7415,0,0,0,0,2829,27804,86443,0,170571,1391,2380,26456,6780,0,125305,28513,0,126530,721596,728061,45.78833333,53.29791667,282.6105627,1010.874598,65.81350482,2017,March,82,clouds,361359.875
2017-March-24,5955,7409,0,170213,57060,7727,0,0,0,0,2673,28466,109537,0,170592,1403,2354,27001,6843,0,51750,29528,0,51773,731339,735419,51.45,57.99791667,281.4741134,1013.809593,73.84593023,2017,March,83,clouds,396879.7438
2017-March-25,6139,5824,0,95417,46302,6534,0,0,0,0,13016,26436,66018,0,170628,1420,2203,22286,6681,0,138744,22744,0,139223,656583,664079,40.28541667,47.64208333,281.9489532,1013.698276,80.24507389,2017,March,84,rain,318296.7588
2017-March-26,5611,122,0,92895,35950,6488,0,0,0,0,33948,26634,36622,0,170616,1416,2105,27653,6498,0,185482,26642,0,183629,597713,600247,34.9125,43.66708333,285.5323486,1014.617021,72.5400982,2017,March,85,clouds,283748.7075
2017-March-27,4448,9312,0,122722,67470,7387,0,0,0,0,8449,31160,76862,0,170538,1426,2247,19791,6567,0,153796,19031,0,154904,708566,717077,45.94083333,53.29,286.338815,1018.622832,73.26734104,2017,March,86,clouds,349955.43
2017-March-28,4543,11999,0,120171,87801,7601,0,0,0,0,3529,29698,68554,0,170493,1424,2357,40251,6713,0,79652,38648,0,79602,717231,707743,48.56916667,55.04708333,286.7116559,1024.446945,72.52572347,2017,March,87,clouds,369531.0704
2017-March-29,4563,11326,0,121404,75272,7698,0,0,0,0,3093,28643,62895,0,170425,1468,2366,50037,6666,0,85287,49407,0,85192,697357,698414,48.48666667,55.06083333,288.1470833,1025.391667,63.50833333,2017,March,88,clear,367035.515
2017-March-30,5097,12246,0,104813,55259,7666,0,0,0,0,8727,28200,46134,0,170424,1357,2343,37624,6248,0,167302,37144,0,166003,694798,687522,44.86041667,52.39541667,288.9744167,1022.675,59.73333333,2017,March,89,clear,327366.5633
2017-March-31,6186,12137,0,102641,46217,7436,0,0,0,0,14140,28371,49510,0,170372,1376,2364,40108,6335,0,174967,39607,0,173481,683388,686635,43.41708333,49.05875,288.6353682,1020.055646,68.06382979,2017,March,90,clouds,310787.1813
2017-April-01,8343,20856,0,160512,150229,7238,0,0,0,0,5340,14168,53866,0,170433,1396,2322,12598,7269,0,145050,13016,0,143971,747844,746483,64.38583333,41.055,287.2085404,1019.240683,70.30279503,2017,April,91,clouds,298428.795
2017-April-02,8515,5470,0,84731,48322,5773,0,0,0,0,33078,28628,41685,0,159949,1316,2072,8718,6762,0,287874,8492,0,288028,669950,665549,43.78083333,44.3625,286.9121643,1020.052133,64.17851501,2017,April,92,clear,299979.225
2017-April-03,7739,1082,0,85088,44153,6191,0,0,0,0,8208,30112,63137,0,170529,1424,2232,13551,7118,0,217981,13388,0,218744,666158,663417,37.9275,56.40625,287.5425833,1022.208333,59.5,2017,April,93,clear,401499.6875
2017-April-04,5564,10641,0,98064,62858,7117,0,0,0,0,5121,27429,46719,0,169887,1345,2162,55514,6376,0,151403,54568,0,150439,685499,687853,44.72291667,52.01208333,287.6200965,1022.646302,61.87299035,2017,April,94,clear,331629.0433
2017-April-05,6103,12894,0,111805,105075,6999,0,0,0,0,4651,19859,52026,0,162602,275,2346,36539,7401,0,106875,38175,0,106961,674351,676703,48.07791667,47.27333333,286.9155687,1021.128508,66.02067947,2017,April,95,clear,349869.94
2017-April-06,9128,15619,0,114077,83922,5849,0,0,0,0,28570,21308,25273,0,118467,1274,2408,44988,8170,0,119492,45760,0,120053,574502,573489,43.44583333,46.86291667,287.9735417,1019.708333,61.425,2017,April,96,clear,382870.0292
2017-April-07,8994,20089,0,172973,128363,7955,0,0,0,0,4120,17058,19393,0,145069,1256,2134,62342,7709,0,123824,62983,0,122643,741582,742956,49.06791667,53.96458333,288.35275,1019.225,60.73333333,2017,April,97,clear,416012.9729
2017-April-08,8952,18287,0,215021,131257,7510,0,0,0,0,3003,14103,34165,0,164648,553,2203,57702,7523,0,63562,55193,0,63501,773893,783767,50.13958333,55.3925,289.3900833,1019.733333,54.9,2017,April,98,clear,416717.7775
2017-April-09,9110,11068,0,187795,92765,7496,0,0,0,0,6106,11265,31484,0,162286,1394,2183,51369,8166,0,62969,48822,0,63696,715056,710428,49.82833333,51.99791667,289.35825,1021.883333,59.98333333,2017,April,99,clear,424614.9875
2017-April-10,7805,21046,0,253486,119022,8021,0,0,0,0,2918,9384,22573,0,141060,1299,2353,39463,7219,0,77989,39311,0,78486,695271,709484,57.8925,55.83416667,289.9779167,1023.183333,61.40833333,2017,April,100,clear,403066.8492
2017-April-11,8595,12903,0,157916,108991,6768,0,0,0,0,4391,9366,17466,0,121801,1138,2123,11277,6854,0,100001,10414,0,98626,614036,615379,54.3925,55.31625,290.67675,1021.683333,58.2,2017,April,101,clear,379137.5775
2017-April-12,7961,22532,0,304962,157190,7750,0,0,0,0,6920,13629,44429,0,141449,1345,2369,27340,7225,0,97784,25745,0,97298,797595,796844,71.37458333,58.78833333,290.2550965,1019.844051,60.13665595,2017,April,102,clear,424745.7083
2017-April-13,6179,11755,0,107238,75515,6415,0,0,0,0,8793,24945,36175,0,150961,1058,2645,47784,7604,0,60560,49590,0,60476,564296,562306,48.22166667,56.54458333,290.106488,1017.483333,64.7,2017,April,103,clear,429965.0117
2017-April-14,6430,10340,0,104423,45913,6159,0,0,0,0,18848,24045,31456,0,160068,325,2495,44383,7846,0,67344,43999,0,67153,519927,519214,44.88333333,55.07458333,290.8473333,1017.783333,62.5,2017,April,104,clear,432115.1808
2017-April-15,6348,4916,0,98150,36971,5269,0,0,0,0,14984,23570,28290,0,168570,305,2339,44013,7652,0,119763,44501,0,120487,546394,544724,41.74291667,51.29958333,290.4970833,1019.583333,65.475,2017,April,105,clear,392544.4117
2017-April-16,5985,4944,0,95549,38188,5266,0,0,0,0,20271,23068,32525,0,169182,282,2150,40151,7557,0,96331,40120,0,97393,524436,515847,40.23583333,49.90833333,290.33225,1021.016667,65.64166667,2017,April,106,clear,377157.275
2017-April-17,5341,10242,0,98761,55747,6531,0,0,0,0,2171,25157,45688,0,169736,348,2277,50093,7689,0,59571,52771,0,59762,579164,574451,47.595,56.12041667,290.6534887,1018.096463,66.54662379,2017,April,107,clouds,431509.8838
2017-April-18,5057,9122,0,84702,48426,5743,0,0,0,0,5858,25166,41636,0,169554,327,2311,48922,7408,0,182669,49335,0,180932,650489,655909,42.69708333,50.43125,291.1790833,1016.158333,65.95,2017,April,108,clouds,373594.7
2017-April-19,5143,0,0,89348,27493,5460,0,0,0,0,20938,24508,29197,0,169583,290,2316,31992,7763,0,280943,35214,0,281105,667034,673462,39.30875,47.15458333,289.1030769,1018.546645,55.95581015,2017,April,109,clouds,366061.0304
2017-April-20,5664,0,0,90744,36961,5514,0,0,0,0,14470,24348,32375,0,169830,349,2208,35807,7822,0,230148,37858,0,230691,676183,676200,40.67958333,48.24333333,287.5426514,1021.798691,56.29296236,2017,April,110,clear,377359.3533
2017-April-21,5770,4233,0,92196,43923,6130,0,0,0,0,7180,24127,38248,0,170084,359,2480,46243,8145,0,173800,45166,0,174336,671960,671994,44.93666667,52.25208333,287.2180833,1024.408333,52.28333333,2017,April,111,clear,425593.2188
2017-April-22,5537,6302,0,91692,57929,4978,0,0,0,0,6401,23533,41788,0,170073,356,2396,38130,7912,0,92174,38665,0,93313,600655,605508,46.45041667,53.55041667,288.428,1022.025,49.85833333,2017,April,112,clear,423690.8967
2017-April-23,5492,5830,0,104180,69850,4807,0,0,0,0,16425,22868,28983,0,170045,346,2419,42989,7333,0,55880,43721,0,56186,554537,555278,48.22625,55.52708333,289.6260833,1017.458333,56.71666667,2017,April,113,clear,407180.1021
2017-April-24,5503,7933,0,117240,78124,5608,0,0,0,0,1735,23942,68905,0,170005,454,2333,33260,6959,0,53955,36441,0,53433,646460,641100,53.95541667,60.72916667,290.1130833,1015.075,62.34166667,2017,April,114,clear,422614.2708
2017-April-25,5813,10334,0,112667,70711,6034,0,0,0,0,2222,24363,54413,0,169853,593,2392,26686,6630,0,120188,30496,0,119660,671799,677949,49.2025,55.43,289.98175,1009.958333,74.6,2017,April,115,clouds,367500.9
2017-April-26,6622,10368,0,105931,71800,6382,0,0,0,0,6496,24306,39000,0,169035,488,2431,22601,6928,0,195864,25775,0,195598,681771,683563,46.94958333,53.76125,287.7766667,1009.726027,74.94672755,2017,April,116,clouds,372457.94
2017-April-27,6060,11693,0,109748,76231,6455,0,0,0,0,8475,23376,48696,0,146554,497,2443,26850,6766,0,190453,28761,0,189534,680460,690853,44.97041667,51.89833333,284.2479463,1013.838863,74.93838863,2017,April,117,clouds,351144.1233
2017-April-28,6157,11538,0,103601,77360,6631,0,0,0,0,14000,21418,48822,0,154644,365,2340,16214,7084,0,182924,16742,0,183763,695736,685894,48.79916667,54.93958333,285.5014534,1015.439179,72.09478673,2017,April,118,clouds,389192.0083
2017-April-29,5994,8496,0,87305,61568,5729,0,0,0,0,10092,19389,34896,0,161820,322,2242,18569,7407,0,155377,18433,0,155116,617035,613053,44.68458333,51.2875,286.7126033,1012.700876,76.9436796,2017,April,119,clouds,379886.5125
2017-April-30,6243,1812,0,81938,40237,4523,0,0,0,0,68619,18724,24891,0,169216,441,1990,21458,7050,0,267399,23052,0,268142,572728,569661,18.23458333,28.37166667,288.38709,1011.315113,71.05466238,2017,April,120,clouds,200020.25
2017-May-01,8545,16989,0,141474,142222,7072,0,0,0,0,16526,14138,49010,0,169649,1319,2483,19340,7236,0,158086,18290,0,157853,715073,708894,63.38083333,49.4475,287.4466121,1018.900164,60.50736498,2017,May,121,clear,357802.11
2017-May-02,7814,118,0,82568,34753,4644,0,0,0,0,55054,32030,50113,0,164914,1377,1823,17894,6787,0,302438,18127,0,304150,623367,622936,29.8725,57.86125,289.4890167,1015.391667,63.06666667,2017,May,122,clear,392704.3038
2017-May-03,7563,0,0,81512,34657,5907,0,0,0,0,26248,28635,48366,0,170471,1448,1983,11288,6577,0,211423,11233,0,211517,613436,615763,28.80458333,55.20416667,290.8638585,1015.578778,64.97106109,2017,May,123,clouds,363077.8042
2017-May-04,5676,862,0,96038,45582,6719,0,0,0,0,12837,26105,34232,0,169761,1280,1953,54161,5976,0,210483,53547,0,210150,687039,685105,39.19333333,54.34541667,291.0836794,1011.552672,67.23053435,2017,May,124,clear,324768.21
2017-May-05,7026,11166,0,95875,67399,7103,0,0,0,0,13512,21070,32275,0,156856,575,2279,27687,7241,0,215632,29374,0,213731,663801,672455,42.99708333,49.93166667,291.8676527,1010.217042,69.31350482,2017,May,125,clouds,361555.1983
2017-May-06,8967,16742,0,122187,100366,7486,0,0,0,0,8151,22431,26286,0,122763,1373,2383,60324,7947,0,140513,59071,0,140755,680364,666824,47.58833333,49.48333333,292.0959167,1016.058333,56.23333333,2017,May,126,clouds,393244.05
2017-May-07,8882,20000,0,187833,136701,8053,0,0,0,0,1715,16744,33160,0,144891,1358,2105,53537,7242,0,106988,54824,0,107647,750259,753837,49.19125,52.67083333,291.9743333,1019.45,57.10833333,2017,May,127,clear,381442.175
2017-May-08,8704,14707,0,155367,83164,6631,0,0,0,0,6248,13297,19664,0,164368,600,2302,57659,7544,0,131163,56020,0,130348,709608,710747,46.57833333,55.54,292.4296667,1017.05,56.5,2017,May,128,clear,418993.76
2017-May-09,9347,15466,0,212992,96778,7999,0,0,0,0,563,11919,35904,0,162013,1405,2212,53015,8120,0,57396,51577,0,57549,723025,742638,51.90208333,56.88791667,292.152,1009.8,65.61666667,2017,May,129,clouds,461929.8833
2017-May-10,8104,17903,0,226596,112423,7824,0,0,0,0,5180,9439,25777,0,141087,1243,2396,42704,7169,0,98215,41668,0,97991,705017,708144,56.34708333,52.95291667,292.317717,1003.850482,72.28135048,2017,May,130,clouds,379619.4596
2017-May-11,8159,6458,0,108664,61234,6712,0,0,0,0,34750,9976,15198,0,122616,1148,2075,24954,6443,0,205013,24563,0,205660,577526,573302,42.5925,48.04,291.2443413,1001.182635,69.00299401,2017,May,131,clouds,309521.72
2017-May-12,8243,21809,0,358655,151366,8389,0,0,0,0,8391,13997,41680,0,143103,1343,2386,25688,7225,0,65545,25421,0,65702,799776,805135,74.48416667,50.53625,291.7015789,1007.103715,65.79256966,2017,May,132,clouds,365124.4062
2017-May-13,7764,6217,0,92822,71336,6736,0,0,0,0,12181,27115,32553,0,121883,1272,2426,31500,6057,0,147561,32336,0,148670,600159,599006,42.59375,49.66625,292.7479167,1015.816667,60.89166667,2017,May,133,clouds,300828.4763
2017-May-14,8689,10982,0,95439,69239,6258,0,0,0,0,15419,26657,31404,0,121885,1258,2441,53026,6365,0,68359,51201,0,69240,551988,550164,44.34041667,51.62541667,293.3563333,1023.05,56.61666667,2017,May,134,clouds,328595.7771
2017-May-15,8390,11432,0,116422,116600,7228,0,0,0,0,2360,25310,46196,0,121749,1263,2433,45832,6358,0,70388,47261,0,73621,656857,651482,49.42125,55.8475,293.9789167,1025.741667,56.725,2017,May,135,clear,355078.405
2017-May-16,8725,12037,0,114853,141050,7380,0,0,0,0,1116,25497,60249,0,118309,1256,2453,43886,6586,0,71107,43673,0,74766,689083,686455,51.66625,57.19875,294.9949167,1023.866667,53.90833333,2017,May,136,clear,376710.9675
2017-May-17,8867,11557,0,107565,135371,7227,0,0,0,0,1068,25876,35146,0,121388,1220,2417,40168,6294,0,106718,41912,0,107387,682876,682935,47.96083333,54.09083333,293.6664167,1019.091667,54.7,2017,May,137,clear,340447.705
2017-May-18,8723,10628,0,92252,95956,7523,0,0,0,0,5570,27686,35669,0,121379,1292,2230,49917,6226,0,154595,48829,0,155300,676829,677188,42.84291667,49.59666667,290.3835935,1015.257732,66.38291605,2017,May,138,clouds,308788.8467
2017-May-19,8337,12909,0,110452,103974,7544,0,0,0,0,2044,28040,36184,0,121280,1327,2348,63537,6183,0,79905,61006,0,80570,665183,666081,47.03791667,53.70541667,289.3509167,1019.508333,57.65,2017,May,139,clouds,332060.5913
2017-May-20,8369,12746,0,95956,95787,6316,0,0,0,0,10212,25044,27661,0,121235,1255,2386,64105,6690,0,80070,62929,0,79928,596741,599377,45.12375,51.715,290.8228778,1021.758842,57.05948553,2017,May,140,clear,345973.35
2017-May-21,8688,9416,0,93577,73623,5734,0,0,0,0,31848,23849,28943,0,119035,1250,2042,23322,6534,0,152813,27171,0,153101,557170,560970,40.6125,48.37083333,293.1036667,1017.95,52.93333333,2017,May,141,clear,316055.025
2017-May-22,8660,7652,0,124361,122247,7053,0,0,0,0,3990,25661,42702,0,121544,1290,2204,55261,6462,0,80057,55136,0,80648,675087,671755,48.82833333,55.51833333,293.6475833,1016.708333,59.79166667,2017,May,142,clear,358759.47
2017-May-23,8856,13084,0,107400,122727,7528,0,0,0,0,3515,23742,33293,0,121496,1270,2427,60135,6711,0,146546,59343,0,146701,691104,693933,46.08333333,52.9675,294.6285,1019.016667,56.925,2017,May,143,clear,355464.8925
2017-May-24,9234,13411,0,117827,137001,7545,0,0,0,0,2479,23534,47927,0,121408,1274,2471,57661,7463,0,97049,57029,0,97546,704542,703865,48.70875,55.3275,296.2519167,1018.125,50.73333333,2017,May,144,clear,412909.1325
2017-May-25,9065,13791,0,152012,149682,7519,0,0,0,0,1893,23756,67651,0,121136,1254,2537,52913,7243,0,65827,52358,0,65933,716106,714032,53.29416667,59.18791667,297.0879167,1014.183333,47.8,2017,May,145,clear,428698.0804
2017-May-26,9080,13992,0,153233,157952,7169,0,0,0,0,1380,24361,50665,0,121357,1293,2573,42005,7279,0,82992,45657,0,83073,710737,708633,52.54666667,58.66541667,295.2602941,1013.868421,60.45356037,2017,May,146,clear,427025.5679
2017-May-27,9298,12810,0,103754,106454,6154,0,0,0,0,3354,24142,37380,0,121270,1255,2604,43921,7804,0,127913,45508,0,127631,633168,629668,47.13666667,53.68625,295.1153555,1015.883096,67.93680885,2017,May,147,clear,418967.495
2017-May-28,9244,8530,0,101682,81459,5658,0,0,0,0,8052,23589,35930,0,121139,1256,2430,27069,7861,0,131738,30918,0,133008,577403,572161,44.90416667,51.80208333,294.9358333,1016.941667,62.875,2017,May,148,clouds,407216.1771
2017-May-29,8862,9870,0,141603,143140,7171,0,0,0,0,836,24849,65422,0,121146,1317,2353,33953,7679,0,55111,33276,0,55991,682290,679701,52.52458333,58.3,293.7915,1015.925,63.85,2017,May,149,clouds,447685.7
2017-May-30,8608,19011,0,149997,152692,7566,0,0,0,0,3006,23672,51330,0,121216,1334,2399,47979,8122,0,51404,47056,0,51238,685778,688623,53.06916667,58.74125,293.2252412,1016.702572,66.41639871,2017,May,150,clouds,477096.4325
2017-May-31,8505,19666,0,147987,151891,7306,0,0,0,0,1612,22566,42188,0,125206,1443,2426,54786,7883,0,66507,53061,0,65723,690554,694625,54.01666667,59.45791667,294.7429167,1018.266667,62.075,2017,May,151,clouds,468706.7571
2017-June-01,8499,13352,0,142541,131861,6350,0,0,0,0,18738,14084,49102,0,170134,1420,2401,21829,7738,0,102206,20458,0,102125,598868,607126,63.24375,60.19291667,295.5673302,1018.180095,61.95102686,2017,June,152,clear,465772.7892
2017-June-02,8417,13891,0,109723,82096,5906,0,0,0,0,20720,30571,49411,0,169707,1427,1944,26479,7065,0,277604,25443,0,278541,738422,734921,48.83041667,57.93208333,295.9947368,1017.041796,65.05417957,2017,June,153,clear,409290.1688
2017-June-03,8327,0,0,99585,36437,6717,0,0,0,0,16221,31444,57049,0,170336,1498,2174,23580,6025,0,249290,23414,0,248293,713362,703242,42.32958333,53.99416667,294.6190868,1016.63024,68.0494012,2017,June,154,clouds,325314.8542
2017-June-04,5741,802,0,98114,45281,6878,0,0,0,0,17339,25832,39588,0,167728,1415,2177,56242,6196,0,215286,55996,0,215857,681308,681235,38.36291667,50.24083333,292.020338,1016.919718,72.2028169,2017,June,155,['clear' 'clouds'],311292.2033
2017-June-05,6381,10508,0,90343,69196,6194,0,0,0,0,14073,21608,33451,0,140944,1251,2358,51220,7296,0,150860,50512,0,151805,602369,606098,41.3075,54.39833333,292.6573077,1015.514423,62.10416667,2017,June,156,clear,396890.24
2017-June-06,8004,20071,0,141784,118712,7773,0,0,0,0,4265,22188,28123,0,131913,1385,2390,61206,7777,0,103935,59839,0,104265,696939,699717,48.31708333,53.90541667,293.9758756,1015.438625,57.23567921,2017,June,157,clear,419222.4254
2017-June-07,9408,18451,0,200157,131580,7843,0,0,0,0,7584,16798,25162,0,144702,1385,2210,22914,7816,0,133044,26950,0,133443,740253,737658,51.27875,55.33333333,294.9549167,1019.091667,58.13333333,2017,June,158,clear,432485.3333
2017-June-08,8304,10031,0,119691,54761,6251,0,0,0,0,21055,14030,21750,0,164669,745,2234,56693,7044,0,170527,55084,0,171577,641522,645822,41.70291667,53.6025,296.4375777,1015.500818,58.47135843,2017,June,159,clear,377576.01
2017-June-09,9471,14383,0,165102,81245,8053,0,0,0,0,2168,10921,27812,0,161656,1347,2260,49036,7866,0,155916,47535,0,154983,742092,746724,48.03208333,57.10458333,296.0888333,1015.808333,61.04166667,2017,June,160,clear,449184.6525
2017-June-10,8277,9566,0,188508,113137,7994,0,0,0,0,4849,9620,15503,0,141117,1180,2286,43220,7350,0,175736,42361,0,176081,698367,700271,51.35833333,53.88833333,297.4335833,1017.141667,56.95833333,2017,June,161,clear,396079.25
2017-June-11,8492,13666,0,199882,122742,7384,0,0,0,0,11761,10340,17578,0,122731,1204,2098,32911,6362,0,185694,31956,0,185404,697714,689059,57.49166667,50.06666667,298.5771667,1016.941667,51.15,2017,June,162,clear,318524.1333
2017-June-12,8445,22045,0,286388,155393,7811,0,0,0,0,2863,12941,40765,0,145696,1347,2471,24823,7336,0,68176,24602,0,67688,703159,721739,72.97125,55.24416667,298.9545,1016.1,48.35,2017,June,163,clear,405271.2067
2017-June-13,6862,5299,0,183654,148742,7205,0,0,0,0,3144,20549,43158,0,144650,1253,2368,58964,6665,0,104853,58659,0,105309,764971,778419,51.10916667,56.71791667,298.7914167,1013.683333,49.08333333,2017,June,164,clear,378024.9146
2017-June-14,7313,0,0,227199,157256,6997,0,0,0,0,6,20486,60020,0,144302,1223,2262,57390,7136,0,51386,57043,0,51538,781042,792342,53.93791667,59.28375,299.0480524,1014.306056,52.69230769,2017,June,165,clear,423048.84
2017-June-15,7783,1241,0,212896,160048,7563,0,0,0,0,6586,19328,40717,0,144139,1174,2317,53087,7458,0,94387,52334,0,91680,775262,796404,53.38875,58.82625,299.2422095,1017.162029,54.30441899,2017,June,166,clear,438726.1725
2017-June-16,7849,510,0,205394,149875,7858,0,0,0,0,3575,19997,46178,0,144128,1263,2308,52092,7398,0,116191,51511,0,117699,792616,796771,50.97708333,57.77833333,300.4899509,1019.693944,53.88707038,2017,June,167,clear,427444.11
2017-June-17,8320,6669,0,164086,136132,5769,0,0,0,0,3208,19258,38401,0,144151,1221,2236,51898,7870,0,104192,52069,0,104618,719088,729290,50.25875,55.6325,300.8708183,1017.261866,50.38952537,2017,June,168,clear,437827.775
2017-June-18,8598,5935,0,142155,133380,5597,0,0,0,0,5281,18433,31243,0,144068,1185,2118,50122,7893,0,91157,50555,0,91498,678259,675963,50.36958333,56.24625,300.97225,1014.416667,50.1,2017,June,169,clear,443951.6513
